Index	Topic	StartVerseId	EndVerseId	Votes	PassageLength	UsableRange	VotesPercentage
46459	body image	60003003	60003004	908	2	True	0.038375385655720386
46460	body image	46006019	46006020	870	2	True	0.03676936731330037
46461	body image	20031030		760	1	False	0.03212036684840032
46462	body image	01001026	01001027	610	2	True	0.025780820759900257
46463	body image	54004008		607	1	False	0.025654029838130258
46464	body image	49002010		582	1	False	0.024597438823380245
46465	body image	45012001		547	1	False	0.02311821140273023
46466	body image	01001027		500	1	False	0.02113182029500021
13386	anxiety and depression	23041010		1510	1	False	0.06985243095711709
13387	anxiety and depression	50004006	50004008	1163	3	True	0.053800249803395477
13388	anxiety and depression	60005007		978	1	False	0.045242170513947355
13389	anxiety and depression	20003005	20003006	931	2	True	0.04306795577554702
13390	anxiety and depression	20012025		801	1	False	0.0370541703289078
13391	anxiety and depression	46010013		746	1	False	0.034509876486098906
13392	anxiety and depression	40006034		666	1	False	0.03080908544201323
13393	anxiety and depression	06001009		571	1	False	0.026414396077161492
13394	anxiety and depression	24029011		524	1	False	0.02424018133876116
13395	anxiety and depression	59005015		491	1	False	0.02271360503307582
13396	anxiety and depression	45008026		470	1	False	0.02174214738400333
13397	anxiety and depression	40011028	40011030	466	3	True	0.02155710783179905
13398	anxiety and depression	23041013		451	1	False	0.020863209511032984
25527	barrenness	01025021		1314	1	False	0.04223450758549756
25528	barrenness	19113009		1171	1	False	0.03763821033684752
25529	barrenness	05007014		884	1	False	0.02841347390074569
25530	barrenness	02023026		843	1	False	0.027095654409874003
25531	barrenness	23054001		840	1	False	0.026999228593468757
25532	barrenness	48004027		717	1	False	0.02304577012085369
25533	barrenness	01011030		633	1	False	0.020345847261506813
52057	bullying	03019018		2420	1	False	0.10946263795910982
52058	bullying	40005043	40005048	1517	6	True	0.06861769495205355
52059	bullying	55001007		1410	1	False	0.06377781798444002
52060	bullying	45012019	45012020	1212	2	True	0.054821783969603764
52061	bullying	45012018		1137	1	False	0.051429346842771846
52062	bullying	05031006		1104	1	False	0.0499366745069658
52063	bullying	62003015		973	1	False	0.04401121765876606
52064	bullying	20006016	20006019	873	4	True	0.0394879681563235
52065	bullying	62002009		845	1	False	0.03822145829563959
52066	bullying	40005011		700	1	False	0.031662746517097884
52067	bullying	49004029		658	1	False	0.02976298172607201
52068	bullying	19018003		593	1	False	0.02682286954948435
52069	bullying	23041011	23041013	552	3	True	0.0249683372534829
52070	bullying	40005038	40005041	464	4	True	0.020987877691333454
118187	envy and jealousy	59003016		1807	1	False	0.07705756929637526
118188	envy and jealousy	20014030		1363	1	False	0.05812366737739872
118189	envy and jealousy	59004002	59004003	1274	2	True	0.05432835820895522
118190	envy and jealousy	59003014		1154	1	False	0.04921108742004265
118191	envy and jealousy	20027004		1019	1	False	0.04345415778251599
118192	envy and jealousy	46010013		944	1	False	0.04025586353944563
118193	envy and jealousy	48005019	48005021	878	3	True	0.03744136460554371
118194	envy and jealousy	59003014	59003015	814	2	True	0.034712153518123665
118195	envy and jealousy	46003003		770	1	False	0.03283582089552239
118196	envy and jealousy	45012021		685	1	False	0.029211087420042643
118197	envy and jealousy	02020017		558	1	False	0.023795309168443496
118198	envy and jealousy	46013001	46013008	548	8	True	0.023368869936034115
164646	gods forgiveness	62001009		1486	1	False	0.03814364187073258
164647	gods forgiveness	49001007		1124	1	False	0.02885158375686637
164648	gods forgiveness	51003013		992	1	False	0.02546331947225217
164649	gods forgiveness	49004032		925	1	False	0.023743518661122235
164650	gods forgiveness	41011025		874	1	False	0.022434416551157656
164651	gods forgiveness	40006014	40006015	869	2	True	0.022306073207043482
164652	gods forgiveness	40018021	40018022	795	2	True	0.020406591714153703
164653	gods forgiveness	42006037		794	1	False	0.02038092304533087
325295	profit	20014023		802	1	False	0.03398881166299373
325296	profit	40016026		683	1	False	0.028945583997287676
325297	profit	54006010		521	1	False	0.022080013561620614
325298	profit	41008036		498	1	False	0.021105272080013563
325299	profit	44004034		481	1	False	0.020384810984912696
325300	profit	44020035		478	1	False	0.020257670791659604
424102	tolerance	55004001	55004002	1181	2	True	0.05039900994324244
424103	tolerance	49004002		1153	1	False	0.04920411385652712
424104	tolerance	63001010	63001011	1046	2	True	0.04463790381086502
424105	tolerance	46005011		1039	1	False	0.04433917978918619
424106	tolerance	45014001	45014004	1035	4	True	0.04416848034822686
424107	tolerance	43008007		952	1	False	0.04062646694832074
424108	tolerance	40007001		929	1	False	0.03964494516280459
424109	tolerance	44010028		880	1	False	0.03755387701105279
424110	tolerance	60003008	60003011	846	4	True	0.03610293176289848
424111	tolerance	05013006	05013010	819	5	True	0.03495071053642299
424112	tolerance	60003015		801	1	False	0.034182563052106006
424113	tolerance	20016024		792	1	False	0.03379848930994751
424114	tolerance	20017015		719	1	False	0.03068322451243972
424115	tolerance	40007012		630	1	False	0.02688516195109461
11495	animals	20012010		1526	1	False	0.041889703258393036
11496	animals	40006026		1118	1	False	0.030689835021548765
11497	animals	01001021		914	1	False	0.02508990090312663
11498	animals	18012007	18012010	878	4	True	0.02410167723516978
11499	animals	01001026	01001028	840	3	True	0.023058552252326444
11500	animals	18035011		793	1	False	0.021768371352493893
11501	animals	01001030		765	1	False	0.02099975294408301
11502	animals	23065025		754	1	False	0.02069779571220731
11503	animals	01009002	01009003	751	2	True	0.02061544373987757
202404	how to treat others	49004032		1843	1	False	0.08363207333121568
202405	how to treat others	42006031		1381	1	False	0.06266733221400372
202406	how to treat others	49004029	49004032	1261	4	True	0.05722194491083178
202407	how to treat others	43015012		1154	1	False	0.052366474565503474
202408	how to treat others	40007012		885	1	False	0.04015973136089304
202409	how to treat others	62004020	62004021	751	2	True	0.034079048872351046
202410	how to treat others	45012010		678	1	False	0.03076643826292145
202411	how to treat others	20024017		573	1	False	0.026001724372646005
202412	how to treat others	45015001	45015002	502	2	True	0.022779870218269275
202413	how to treat others	60003008	60003012	496	5	True	0.02250760085311068
202414	how to treat others	50002004		448	1	False	0.020329445931841904
269727	menstruation	03020018		890	1	False	0.043741092052882485
269728	menstruation	03015019	03015030	602	12	True	0.02958667125374748
269729	menstruation	03015024		574	1	False	0.028210547009387132
269730	menstruation	26036017		563	1	False	0.027669926770531282
269731	menstruation	26018006		525	1	False	0.025802329581756524
269732	menstruation	03018019		488	1	False	0.023983879687423208
269733	menstruation	03015019		480	1	False	0.02359070133189168
269734	menstruation	03015019	03015024	480	6	True	0.02359070133189168
269735	menstruation	26022010		443	1	False	0.021772251437558364
269736	menstruation	01031035		429	1	False	0.02108418931537819
269737	menstruation	23064006		415	1	False	0.020396127193198013
269738	menstruation	01018011		411	1	False	0.02019953801543225
286636	new year	47005017		1201	1	False	0.03686876438986953
286637	new year	23043018	23043019	1007	2	True	0.03091327705295472
286638	new year	24029011		943	1	False	0.028948580199539525
286639	new year	20003005	20003006	659	2	True	0.020230237912509594
42490	benevolence	43003016		981	1	False	0.02136463619138881
215358	integrity	20010009		1578	1	False	0.06161415016984889
215359	integrity	20011003		1235	1	False	0.048221467338253096
215360	integrity	20028006		1030	1	False	0.04021709421732849
215361	integrity	20020007		863	1	False	0.03369645855296552
215362	integrity	20019001		790	1	False	0.030846120807465544
215363	integrity	20012022		670	1	False	0.026160634102534067
215364	integrity	60003016		653	1	False	0.02549685681933544
215365	integrity	62004007	62004010	558	4	True	0.02178751317793136
215366	integrity	20021003		536	1	False	0.020928507282027255
268634	men and long hair	46011014		1530	1	False	0.04360962261999772
268635	men and long hair	46011015		1076	1	False	0.030669250940599704
268636	men and long hair	26044020		924	1	False	0.026336791699920193
268637	men and long hair	46011014	46011015	794	2	True	0.0226313989282864
268638	men and long hair	04006005		778	1	False	0.02217535058716224
268639	men and long hair	05022005		771	1	False	0.02197582943792042
268640	men and long hair	44018018		755	1	False	0.02151978109679626
268641	men and long hair	10014026		726	1	False	0.02069319347850872
343373	renewing your mind	45012002		1638	1	False	0.09646075025027973
343374	renewing your mind	50004008		805	1	False	0.047405924268299864
343375	renewing your mind	45012001	45012002	710	2	True	0.04181143631117131
343376	renewing your mind	47004016		655	1	False	0.03857252223072846
343377	renewing your mind	49004023		594	1	False	0.03498027206878276
343378	renewing your mind	50004006	50004007	539	2	True	0.03174135798833991
343379	renewing your mind	51003002		504	1	False	0.029680230846239917
343380	renewing your mind	19119011		457	1	False	0.026912431541134207
343381	renewing your mind	60001013		454	1	False	0.02673576350038278
343382	renewing your mind	47010004	47010005	450	2	True	0.02650020611271421
343383	renewing your mind	43008032		381	1	False	0.022436841175431363
343384	renewing your mind	23040031		361	1	False	0.02125905423708851
100925	domestic violence and abuse	51003019		1360	1	False	0.044730956453098276
100926	domestic violence and abuse	19011005		1184	1	False	0.038942244441520855
100927	domestic violence and abuse	55003001	55003008	849	8	True	0.027923957374029734
100928	domestic violence and abuse	60003007		814	1	False	0.026772793053545588
100929	domestic violence and abuse	46013004	46013007	687	4	True	0.022595711090645967
320298	praying in public	40006006		1175	1	False	0.02838438496473089
320299	praying in public	40006001	40006034	1057	34	True	0.025533868006570683
320300	praying in public	40006005		1050	1	False	0.02536476954295101
323093	pressure	45012002		1085	1	False	0.03984136892740425
323094	pressure	46010013		966	1	False	0.0354716703998825
323095	pressure	59001012		743	1	False	0.027283075680240885
323096	pressure	19118005	19118006	697	2	True	0.02559394851834172
323097	pressure	60001006	60001007	563	2	True	0.020673447655418058
437261	using profanity	51003008		2209	1	False	0.06100693197823746
437262	using profanity	49004029		2076	1	False	0.05733381203568173
437263	using profanity	40012036	40012037	1603	2	True	0.044270761412908394
437264	using profanity	59003010		1518	1	False	0.04192327874285399
437265	using profanity	49005004		1428	1	False	0.03943770885691403
437266	using profanity	40015010	40015011	1341	2	True	0.0370349913005054
437267	using profanity	59001026		1082	1	False	0.029882073517633737
437268	using profanity	20021023		912	1	False	0.025187108177524925
437269	using profanity	55002016		909	1	False	0.025104255847993594
437270	using profanity	59003006	59003008	857	3	True	0.02366814880278384
437271	using profanity	19019014		814	1	False	0.02248059874616808
24249	baptism	44002038		1575	1	False	0.04933901384625024
24250	baptism	44022016		1399	1	False	0.04382557483866926
24251	baptism	60003021		1273	1	False	0.03987845373096924
24252	baptism	43003005		1239	1	False	0.03881335755905019
24253	baptism	41016016		1206	1	False	0.037779587745128754
24254	baptism	40028019		933	1	False	0.02922749201177871
24255	baptism	46012013		833	1	False	0.026094856212016793
24256	baptism	45006004		816	1	False	0.025562308126057264
24257	baptism	44002041		742	1	False	0.023244157634233445
24258	baptism	45006003	45006004	689	2	True	0.021583860660359628
24259	baptism	48003027		676	1	False	0.021176618006390577
24260	baptism	49004005		675	1	False	0.021145291648392957
93427	destiny	24029011		1602	1	False	0.05582076030523712
93428	destiny	35002003		995	1	False	0.03467019756785951
93429	destiny	45008028		916	1	False	0.03191748841423046
93430	destiny	19138008		857	1	False	0.029861667653925224
93431	destiny	23055011		827	1	False	0.02881633506393951
93432	destiny	43016033		818	1	False	0.028502735286943796
93433	destiny	20016003		775	1	False	0.027004425241297605
93434	destiny	45008029		743	1	False	0.025889403811979513
93435	destiny	24017010		724	1	False	0.025227359838321892
93436	destiny	24001005		709	1	False	0.024704693543329034
93437	destiny	23046010		678	1	False	0.023624516533677132
93438	destiny	20019020		670	1	False	0.023345761176347606
93439	destiny	24029011	24029014	613	4	True	0.02135962925537475
145563	fortune	03019031		1001	1	False	0.039996803452271544
145564	fortune	03020006		947	1	False	0.03783913373556559
145565	fortune	03020027		767	1	False	0.03064690134654573
145566	fortune	12021006		760	1	False	0.03036720342030607
145567	fortune	23008019		737	1	False	0.029448195948375753
145568	fortune	13010013	13010014	662	2	True	0.026451432452950813
145569	fortune	05018010	05018012	649	3	True	0.025931993447077157
145570	fortune	66022015		572	1	False	0.022855316258440884
145571	fortune	33005012		539	1	False	0.02153674032045391
150534	gay marriage	03018022		789	1	False	0.07739087788131437
150535	gay marriage	03020013		636	1	False	0.06238352133398725
150536	gay marriage	41010006	41010009	609	4	True	0.059735164296223636
150537	gay marriage	46006009	46006011	592	3	True	0.058067680235409515
150538	gay marriage	65001007		516	1	False	0.050613045610593425
150539	gay marriage	45001026	45001027	460	2	True	0.04512015693967631
150540	gay marriage	45001026	45001028	444	3	True	0.04355076017655714
150541	gay marriage	45001001	45001032	426	32	True	0.04178518881804806
150542	gay marriage	45013008	45013010	396	3	True	0.038842569887199606
150543	gay marriage	01002024		386	1	False	0.037861696910250126
150544	gay marriage	43008007	43008011	374	5	True	0.03668464933791074
150545	gay marriage	59004012		374	1	False	0.03668464933791074
150546	gay marriage	54005008		339	1	False	0.03325159391858754
150547	gay marriage	48005014		336	1	False	0.032957332025502696
150548	gay marriage	54001008	54001011	333	4	True	0.03266307013241785
150549	gay marriage	48003028		286	1	False	0.028052967140755274
150550	gay marriage	40022039		286	1	False	0.028052967140755274
150551	gay marriage	46007007	46007009	276	3	True	0.027072094163805786
150552	gay marriage	49004017	49004024	264	8	True	0.025895046591466405
150553	gay marriage	40007012		248	1	False	0.02432564982834723
112382	effort	51003023		1005	1	False	0.02959363957597173
112383	effort	46010013		910	1	False	0.0267962308598351
112384	effort	21009010		858	1	False	0.025265017667844523
112385	effort	45014019		807	1	False	0.023763250883392227
112386	effort	61001005	61001010	757	6	True	0.02229093050647821
112387	effort	40007007		754	1	False	0.022202591283863368
210006	ignorance	49004018		1846	1	False	0.06043542314617777
210007	ignorance	28004006		1394	1	False	0.04563758389261745
210008	ignorance	44017030		1333	1	False	0.04364053036503519
210009	ignorance	20019002		1052	1	False	0.034440988705189066
210010	ignorance	20022003		1027	1	False	0.033622524144704534
210011	ignorance	42023034		839	1	False	0.027467670649860863
210012	ignorance	62004001		832	1	False	0.027238500572925192
210013	ignorance	59001005		759	1	False	0.024848584056310363
210014	ignorance	20008005		752	1	False	0.024619413979374692
210015	ignorance	40007021	40007023	691	3	True	0.022622360451792438
210016	ignorance	60001013	60001016	657	4	True	0.021509248649533474
210017	ignorance	43013007		647	1	False	0.021181862825339664
175098	good wife	20018022		942	1	False	0.03547488137380432
175099	good wife	20012004		936	1	False	0.03524892671537245
175100	good wife	20031010	20031031	795	22	True	0.029938992242223395
175101	good wife	20019014		696	1	False	0.026210740378097463
175102	good wife	60003007		568	1	False	0.0213903743315508
128835	false prophets	40007015		2108	1	False	0.0337420366872619
128836	false prophets	62004001		2006	1	False	0.03210935749271697
128837	false prophets	40024024		1942	1	False	0.031084931331433877
128838	false prophets	61002001		1826	1	False	0.02922815891410827
128839	false prophets	62004001	62004006	1493	6	True	0.02389794154368217
128840	false prophets	47011013	47011015	1435	3	True	0.02296955533501937
254942	loyalty	20017017		1310	1	False	0.027751885433437845
254943	loyalty	20018024		1276	1	False	0.0270316074908906
418952	the tongue	20018021		779	1	False	0.03280967021859074
418953	the tongue	59001026		772	1	False	0.0325148464810681
418954	the tongue	20012018		759	1	False	0.031967316682811775
418955	the tongue	60003010		688	1	False	0.028976961630796445
418956	the tongue	59003008		681	1	False	0.028682137893273806
418957	the tongue	49004029		645	1	False	0.027165901528871668
418958	the tongue	20015004		618	1	False	0.02602872425557006
418959	the tongue	20021023		604	1	False	0.025439076780524785
418960	the tongue	20010019		476	1	False	0.020048014151539402
181628	hair	46011015		572	1	False	0.037863242205600056
181629	hair	20016031		560	1	False	0.03706890845303502
181630	hair	60003003		449	1	False	0.029721321241808433
181631	hair	40010030		439	1	False	0.029059376448004236
181632	hair	04006005		409	1	False	0.027073542066591648
181633	hair	46011014		397	1	False	0.02627920831402661
181634	hair	54002009		385	1	False	0.025484874561461573
181635	hair	46011006		365	1	False	0.024160984973853182
181636	hair	10014026		351	1	False	0.023234262262527304
181637	hair	42012007		344	1	False	0.02277090090686437
181638	hair	26044020		316	1	False	0.020917455484212616
221404	jesus as a friend	43015015		1600	1	False	0.042520396502697386
221405	jesus as a friend	43015013		1405	1	False	0.037338223178931144
221406	jesus as a friend	20018024		1317	1	False	0.03499960137128279
221407	jesus as a friend	20017017		1189	1	False	0.031597969651066996
221408	jesus as a friend	59002023		912	1	False	0.02423662600653751
221409	jesus as a friend	43015014		809	1	False	0.021499375481676367
221410	jesus as a friend	20027017		789	1	False	0.02096787052539265
61295	child of god	43001012		1850	1	False	0.04356426317524608
61296	child of god	48003026		1207	1	False	0.02842273819055244
61297	child of god	20022006		1175	1	False	0.027669194178872508
425900	transition	50004006	50004007	899	2	True	0.02118584154215959
425901	transition	24029011		858	1	False	0.02021963519819013
269388	men working	54005008		1032	1	False	0.02441794434980125
406319	the death penalty	01009006		2057	1	False	0.04435770814913851
406320	the death penalty	02021012		1525	1	False	0.03288551527828693
406321	the death penalty	02020013		1041	1	False	0.022448407478489637
406322	the death penalty	45006023		993	1	False	0.021413322407435362
18167	astrology	05004019		744	1	False	0.04886378562984369
18168	astrology	23047013	23047014	560	2	True	0.03677919348482858
18169	astrology	27004007		475	1	False	0.031196637330881388
18170	astrology	24010002		465	1	False	0.030539866018652304
18171	astrology	03019031		445	1	False	0.02922632339419414
18172	astrology	23008019		437	1	False	0.028700906344410877
18173	astrology	03020006		428	1	False	0.0281098121634047
18174	astrology	01001014		422	1	False	0.027715749376067255
18175	astrology	27002027	27002028	421	2	True	0.027650072244844344
18176	astrology	23047013		419	1	False	0.02751871798239853
18177	astrology	03019026		414	1	False	0.027190332326283987
18178	astrology	27002027		370	1	False	0.024300538552476027
18179	astrology	33005012		356	1	False	0.023381058715355313
18180	astrology	05018009	05018012	348	4	True	0.02285564166557205
18181	astrology	30005008		327	1	False	0.021476421909890978
18182	astrology	13010013	13010014	312	2	True	0.020491264941547353
441337	voting	05001013		1331	1	False	0.03603823139198007
441338	voting	54002001	54002002	1182	2	True	0.032003898952156606
441339	voting	45013001	45013014	952	14	True	0.025776405924241193
441340	voting	20029002		950	1	False	0.025722253810954974
441341	voting	44013048		950	1	False	0.025722253810954974
441342	voting	21010002		948	1	False	0.02566810169766875
441343	voting	14007014		919	1	False	0.024882896055018547
441344	voting	05017014	05017020	887	7	True	0.024016462242439012
441345	voting	56003001	56003011	880	11	True	0.023826929845937237
441346	voting	53002013		813	1	False	0.022012834050848834
441347	voting	20014034		806	1	False	0.021823301654347062
441348	voting	43015016		794	1	False	0.021498388974629735
441349	voting	19022028		787	1	False	0.02130885657812796
441350	voting	27002020	27002021	766	2	True	0.02074025938862264
135312	feeding the hungry	40025035		1786	1	False	0.06970572164546093
135313	feeding the hungry	23058010		1261	1	False	0.049215517914292406
135314	feeding the hungry	59002014	59002018	893	5	True	0.034852860822730466
135315	feeding the hungry	20028027		775	1	False	0.03024744360315354
135316	feeding the hungry	62003017	62003018	762	2	True	0.02974006712981032
135317	feeding the hungry	20014031		716	1	False	0.027944734993365077
135318	feeding the hungry	42003011		708	1	False	0.027632503317461556
135319	feeding the hungry	20022009		680	1	False	0.026539692451799234
135320	feeding the hungry	20019017		589	1	False	0.02298805713839669
135321	feeding the hungry	43006035		547	1	False	0.021348840839903207
135322	feeding the hungry	40025037	40025040	523	4	True	0.020412145812192646
367054	sex	58013004		1214	1	False	0.0641310089804543
367055	sex	01002024		1073	1	False	0.05668251452720549
367056	sex	46007003	46007005	964	3	True	0.05092445853143159
367057	sex	01001028		937	1	False	0.049498151082937134
367058	sex	46006018		859	1	False	0.04537770734284205
367059	sex	46007002		769	1	False	0.040623349181193875
367060	sex	20005018	20005019	656	2	True	0.034653988378235606
367061	sex	22008004		639	1	False	0.03375594294770206
367062	sex	40005028		612	1	False	0.03232963549920761
367063	sex	52004003	52004005	554	3	True	0.029265715795034338
367064	sex	46007005		448	1	False	0.023666138404648707
367065	sex	46006018	46006020	429	3	True	0.02266244057052298
367066	sex	22007006	22007013	424	8	True	0.022398309561542526
367067	sex	22004016		411	1	False	0.021711568938193343
367068	sex	22008014		407	1	False	0.02150026413100898
367069	sex	22002016	22002017	399	2	True	0.021077654516640253
366071	serving others	60004010		2585	1	False	0.07319421241894838
366072	serving others	44020035		1860	1	False	0.052665854970694
366073	serving others	60004010	60004011	1433	2	True	0.04057536030806694
366074	serving others	48005013	48005014	1011	2	True	0.02862644052439335
366075	serving others	40020028		908	1	False	0.025709998017951693
366076	serving others	42006038		798	1	False	0.02259535068097517
366077	serving others	40023011		743	1	False	0.021038027012486905
366078	serving others	41009035		741	1	False	0.020981397060905512
366079	serving others	43013012	43013014	735	3	True	0.020811507206161338
366080	serving others	40025035	40025040	724	6	True	0.020500042472463686
191995	helping people	20019017		634	1	False	0.023357771801201046
191996	helping people	20022009		566	1	False	0.02085252182883248
191997	helping people	62003017		559	1	False	0.02059462844932395
31756	being careful	55003016		749	1	False	0.030915920254261774
31757	being careful	62004001		730	1	False	0.03013167127584926
31758	being careful	59004017		686	1	False	0.028315515746893963
31759	being careful	51002008		666	1	False	0.027489990506459734
31760	being careful	49005015	49005017	616	3	True	0.02542617740537417
31761	being careful	48005016		575	1	False	0.023733850662484006
31762	being careful	66013008		567	1	False	0.023403640566310314
31763	being careful	20012026		522	1	False	0.021546208775333305
361644	self harm	03019028		902	1	False	0.03590478465090359
361645	self harm	55001007		640	1	False	0.02547567868800255
361646	self harm	46006019	46006020	609	2	True	0.024241700501552423
361647	self harm	23041010		511	1	False	0.020340737202452035
179052	greed	54006010		1593	1	False	0.05070826038516632
179053	greed	42012015		1327	1	False	0.04224096769059366
179054	greed	20028025		1295	1	False	0.04122234601305109
179055	greed	54006009		1276	1	False	0.04061753939201019
179056	greed	58013005		1168	1	False	0.03717969123030399
179057	greed	20015027		1032	1	False	0.03285054910074805
179058	greed	40006024		913	1	False	0.0290625497373866
179059	greed	21005010		805	1	False	0.025624701575680406
179060	greed	20011024		713	1	False	0.022696164252745503
179061	greed	62002016		683	1	False	0.02174120643004934
29199	being a good wife	20031010	20031031	1272	22	True	0.035577434061477356
29200	being a good wife	20018022		1071	1	False	0.029955528207423154
29201	being a good wife	49005033		999	1	False	0.02794171118507538
29202	being a good wife	60003001	60003006	921	6	True	0.025760076077531956
29203	being a good wife	20012004		831	1	False	0.023242804799597238
29204	being a good wife	60003007		778	1	False	0.021760411713702348
29205	being a good wife	46007002	46007005	775	4	True	0.021676502671104523
29206	being a good wife	60003001		768	1	False	0.021480714905042934
86579	dating and relationships	46013004	46013007	1954	4	True	0.06820720469142698
86580	dating and relationships	46015033		1303	1	False	0.045483105277855346
86581	dating and relationships	46007001	46007040	1159	40	True	0.040456576375314156
86582	dating and relationships	01002018		1088	1	False	0.03797821837475566
86583	dating and relationships	47006014		1074	1	False	0.03748952806478637
86584	dating and relationships	19037003	19037004	1014	2	True	0.03539514102206088
86585	dating and relationships	21004009	21004012	868	4	True	0.030298799218095505
86586	dating and relationships	46006018		799	1	False	0.027890254118961184
86587	dating and relationships	60004008		722	1	False	0.02520245741413013
86588	dating and relationships	01002024		614	1	False	0.02143256073722424
60472	cheating	59004017		1749	1	False	0.07068094564558497
60473	cheating	20012022		1144	1	False	0.04623156193170337
60474	cheating	58013004		1098	1	False	0.04437260052535866
60475	cheating	40005027	40005028	985	2	True	0.039806021418468375
60476	cheating	20010009		852	1	False	0.034431198221863
60477	cheating	20019001		796	1	False	0.03216811477066074
60478	cheating	20006032		742	1	False	0.029985855728429985
60479	cheating	48006007	48006008	691	2	True	0.027924833299656497
60480	cheating	20020022		570	1	False	0.023034956556880176
60481	cheating	42006031		568	1	False	0.02295413214790867
60482	cheating	20028006		546	1	False	0.022065063649222064
134217	fear	23041010		2263	1	False	0.07029478458049887
134218	fear	55001007		2062	1	False	0.06405119125275681
134219	fear	62004018		1460	1	False	0.045351473922902494
134220	fear	19034004		1351	1	False	0.04196564470537073
134221	fear	06001009		1104	1	False	0.03429316932252353
134222	fear	20029025		1031	1	False	0.032025595626378404
134223	fear	19023001	19023006	910	6	True	0.02826701456838443
134224	fear	19056003	19056004	856	2	True	0.026589631286304476
134225	fear	50004006		788	1	False	0.024477370857018607
134226	fear	05031006		727	1	False	0.022582549001335696
134227	fear	19027001		701	1	False	0.021774920013667567
134228	fear	45008015		685	1	False	0.02127791755971795
211872	imputed righteousness	47005021		1522	1	False	0.03213750290335522
211873	imputed righteousness	50003009		1134	1	False	0.023944762347177937
395194	surrogacy	01016001	01016016	556	16	True	0.03477608206154616
395195	surrogacy	46007001	46007040	349	40	True	0.021828871653740305
395196	surrogacy	19127003		348	1	False	0.021766324743557667
454866	witchcraft	03019031		1118	1	False	0.046501954912236916
454867	witchcraft	02022018		1022	1	False	0.04250894268363697
454868	witchcraft	03020027		823	1	False	0.034231761084768324
454869	witchcraft	66021008		774	1	False	0.0321936610930871
454870	witchcraft	03020006		714	1	False	0.02969802845021213
454871	witchcraft	09015023		705	1	False	0.029323683553780882
454872	witchcraft	48005019	48005021	699	3	True	0.029074120289493386
454873	witchcraft	14033006		590	1	False	0.02454038765493719
454874	witchcraft	66022015		560	1	False	0.02329257133349971
454875	witchcraft	23008019		525	1	False	0.021836785625155977
454876	witchcraft	05018009	05018012	494	4	True	0.020547375426337243
363218	self-control	20025028		2893	1	False	0.09088338778587585
363219	self-control	46010013		1780	1	False	0.055918572505654685
363220	self-control	48005022	48005023	1515	2	True	0.04759361648655441
363221	self-control	55001007		1368	1	False	0.042975622015581805
363222	self-control	61001005	61001007	1126	3	True	0.03537320934908268
363223	self-control	20016032		1076	1	False	0.03380246293038452
363224	self-control	46009027		981	1	False	0.030818044734858004
363225	self-control	46009024	46009027	973	4	True	0.030566725307866298
363226	self-control	60004007		808	1	False	0.02538326212616235
363227	self-control	56001008		656	1	False	0.02060819301331993
292369	occult	03019031		792	1	False	0.038056796886262075
292370	occult	03020006		734	1	False	0.03526980923550046
292371	occult	66021008		696	1	False	0.0334438518091394
292372	occult	23008019		552	1	False	0.026524434193455383
292373	occult	14033006		548	1	False	0.026332228148575273
292374	occult	48005019	48005021	530	3	True	0.02546730094661477
292375	occult	66022015		520	1	False	0.024986785834414493
292376	occult	02022018		518	1	False	0.024890682811974436
292377	occult	12021006		514	1	False	0.024698476767094326
292378	occult	09015023		461	1	False	0.02215174667243285
292379	occult	44019019		445	1	False	0.0213829224929124
292380	occult	13010013	13010014	440	2	True	0.02114266493681226
292381	occult	03020027		436	1	False	0.02095045889193215
292382	occult	33005012		435	1	False	0.020902407380712123
363640	self-esteem	22004007		1526	1	False	0.07119197574061115
363641	self-esteem	19139013	19139014	1319	2	True	0.06153487287147189
363642	self-esteem	09016007		1153	1	False	0.05379052950781432
363643	self-esteem	60003003	60003004	1046	2	True	0.04879869372521577
363644	self-esteem	06001009		737	1	False	0.034383018427804994
363645	self-esteem	23043004		657	1	False	0.030650804758572427
363646	self-esteem	24029011		655	1	False	0.030557499416841615
363647	self-esteem	01001027		646	1	False	0.03013762537905295
363648	self-esteem	42012007		516	1	False	0.024072778166550034
363649	self-esteem	49002010		508	1	False	0.023699556799626778
363650	self-esteem	60002009		455	1	False	0.021226965243760207
318821	prayer for healing	24017014		567	1	False	0.03115727002967359
318822	prayer for healing	59005016		478	1	False	0.026266622705791845
318823	prayer for healing	23053005		477	1	False	0.026211671612265085
318824	prayer for healing	60002024		441	1	False	0.02423343224530168
318825	prayer for healing	64001002		407	1	False	0.0223650950653918
318826	prayer for healing	02015026		389	1	False	0.0213759753819101
318827	prayer for healing	59005014	59005015	383	2	True	0.021046268820749534
72079	commitment	20016003		648	1	False	0.03491755577109602
72080	commitment	19037005		570	1	False	0.030714516650501133
72081	commitment	11008061		432	1	False	0.023278370514064017
72082	commitment	42009062		398	1	False	0.02144627653842009
72083	commitment	66001001		389	1	False	0.020961310486043754
402142	thankfulness	52005018		1040	1	False	0.04056004056004056
402143	thankfulness	19100004		749	1	False	0.02921102921102921
402144	thankfulness	51004002		693	1	False	0.02702702702702703
402145	thankfulness	49005020		682	1	False	0.026598026598026597
402146	thankfulness	19106001		588	1	False	0.02293202293202293
402147	thankfulness	51003015		579	1	False	0.02258102258102258
